description,cleansing,case_folding,tokenize,filtering/stopword removal,stemming_data
MASJID AMIRUL MU\'MININ TAPI DISEKITARNYA BANYAK PATUNG (BERHALA) MESTINYA NAMANYA ITU DIRUBAH MASJID AMIRUL MUSRYIKIN SAJA. SOALNYA ITU MENGHINA DAN MERENDAHKAN PARA AMIRUL MUKMININ YANG MEMBERANTAS PATUNG PATUNG BERHALA BERHALA.,MASJID AMIRUL MUMININ TAPI DISEKITARNYA BANYAK PATUNG BERHALA MESTINYA NAMANYA ITU DIRUBAH MASJID AMIRUL MUSRYIKIN SAJA SOALNYA ITU MENGHINA DAN MERENDAHKAN PARA AMIRUL MUKMININ YANG MEMBERANTAS PATUNG PATUNG BERHALA BERHALA,masjid amirul muminin tapi disekitarnya banyak patung berhala mestinya namanya itu dirubah masjid amirul musryikin saja soalnya itu menghina dan merendahkan para amirul mukminin yang memberantas patung patung berhala berhala,"['masjid', 'amirul', 'muminin', 'tapi', 'disekitarnya', 'banyak', 'patung', 'berhala', 'mestinya', 'namanya', 'itu', 'dirubah', 'masjid', 'amirul', 'musryikin', 'saja', 'soalnya', 'itu', 'menghina', 'dan', 'merendahkan', 'para', 'amirul', 'mukminin', 'yang', 'memberantas', 'patung', 'patung', 'berhala', 'berhala']","['masjid', 'amirul', 'muminin', 'disekitarnya', 'patung', 'berhala', 'mestinya', 'namanya', 'dirubah', 'masjid', 'amirul', 'musryikin', 'menghina', 'merendahkan', 'amirul', 'mukminin', 'memberantas', 'patung', 'patung', 'berhala', 'berhala']",masjid amirul muminin sekitar patung berhala mesti nama rubah masjid amirul musryikin hina rendah amirul mukminin berantas patung patung berhala berhala
Bagus lah Sulawesi Selatan makin maju.. dari pada di jakarta banyak koruptor..,Bagus lah Sulawesi Selatan makin maju dari pada di jakarta banyak koruptor,bagus lah sulawesi selatan makin maju dari pada di jakarta banyak koruptor,"['bagus', 'lah', 'sulawesi', 'selatan', 'makin', 'maju', 'dari', 'pada', 'di', 'jakarta', 'banyak', 'koruptor']","['bagus', 'sulawesi', 'selatan', 'maju', 'jakarta', 'koruptor']",bagus sulawesi selatan maju jakarta koruptor
"🎗,, 🙏🙂,, ny,, Barack asia obama\'s",  ny Barack asia obamas,  ny barack asia obamas,"['ny', 'barack', 'asia', 'obamas']","['ny', 'barack', 'asia', 'obamas']",ny barack asia obamas
"Besibesi yg dipake menjadi rangka beton, apabila kita dimakassar pabrik punya daur ulang besi bekas,maka hal itu sangat mudah kita laksanakan,😍🙏😂😇👍",Besibesi yg dipake menjadi rangka beton apabila kita dimakassar pabrik punya daur ulang besi bekasmaka hal itu sangat mudah kita laksanakan,besibesi yg dipake menjadi rangka beton apabila kita dimakassar pabrik punya daur ulang besi bekasmaka hal itu sangat mudah kita laksanakan,"['besibesi', 'yg', 'dipake', 'menjadi', 'rangka', 'beton', 'apabila', 'kita', 'dimakassar', 'pabrik', 'punya', 'daur', 'ulang', 'besi', 'bekasmaka', 'hal', 'itu', 'sangat', 'mudah', 'kita', 'laksanakan']","['besibesi', 'yg', 'dipake', 'rangka', 'beton', 'dimakassar', 'pabrik', 'daur', 'ulang', 'besi', 'bekasmaka', 'mudah', 'laksanakan']",besibesi yg dipake rangka beton dimakassar pabrik daur ulang besi bekasmaka mudah laksana
"Iya kalau kita di Makassar sudah terbiasa memakai campuran semen buatan, yaitu:pasir silika,tanah merah dan zat kimia nitro ,apaitu zulfat, mungkin pembangunan seperti ini tak perlu Mangkrak,apa saja infrastruktur dikota ini bisa dibangun, sebab bahannya ada di alam makasar ini, kecuali zat kimia tersebut, hanya rangka besi betonnya saja, Amien 🙏😇",Iya kalau kita di Makassar sudah terbiasa memakai campuran semen buatan yaitupasir silikatanah merah dan zat kimia nitro apaitu zulfat mungkin pembangunan seperti ini tak perlu Mangkrakapa saja infrastruktur dikota ini bisa dibangun sebab bahannya ada di alam makasar ini kecuali zat kimia tersebut hanya rangka besi betonnya saja Amien ,iya kalau kita di makassar sudah terbiasa memakai campuran semen buatan yaitupasir silikatanah merah dan zat kimia nitro apaitu zulfat mungkin pembangunan seperti ini tak perlu mangkrakapa saja infrastruktur dikota ini bisa dibangun sebab bahannya ada di alam makasar ini kecuali zat kimia tersebut hanya rangka besi betonnya saja amien ,"['iya', 'kalau', 'kita', 'di', 'makassar', 'sudah', 'terbiasa', 'memakai', 'campuran', 'semen', 'buatan', 'yaitupasir', 'silikatanah', 'merah', 'dan', 'zat', 'kimia', 'nitro', 'apaitu', 'zulfat', 'mungkin', 'pembangunan', 'seperti', 'ini', 'tak', 'perlu', 'mangkrakapa', 'saja', 'infrastruktur', 'dikota', 'ini', 'bisa', 'dibangun', 'sebab', 'bahannya', 'ada', 'di', 'alam', 'makasar', 'ini', 'kecuali', 'zat', 'kimia', 'tersebut', 'hanya', 'rangka', 'besi', 'betonnya', 'saja', 'amien']","['iya', 'makassar', 'terbiasa', 'memakai', 'campuran', 'semen', 'buatan', 'yaitupasir', 'silikatanah', 'merah', 'zat', 'kimia', 'nitro', 'apaitu', 'zulfat', 'pembangunan', 'mangkrakapa', 'infrastruktur', 'dikota', 'dibangun', 'bahannya', 'alam', 'makasar', 'kecuali', 'zat', 'kimia', 'rangka', 'besi', 'betonnya', 'amien']",iya makassar biasa pakai campur semen buat yaitupasir silikatanah merah zat kimia nitro apaitu zulfat bangun mangkrakapa infrastruktur kota bangun bahan alam makasar kecuali zat kimia rangka besi beton amien
Makassar memang kalah sama Jakarta,Makassar memang kalah sama Jakarta,makassar memang kalah sama jakarta,"['makassar', 'memang', 'kalah', 'sama', 'jakarta']","['makassar', 'kalah', 'jakarta']",makassar kalah jakarta
Ya iyalah ibarat semut vs gajah🤣🤣,Ya iyalah ibarat semut vs gajah,ya iyalah ibarat semut vs gajah,"['ya', 'iyalah', 'ibarat', 'semut', 'vs', 'gajah']","['ya', 'iyalah', 'semut', 'vs', 'gajah']",ya iya semut vs gajah
Mantap bang... Alhamdulillah sudah sholat dimesjid 99 kubah dan mesjid trapung 🙏,Mantap bang Alhamdulillah sudah sholat dimesjid  kubah dan mesjid trapung ,mantap bang alhamdulillah sudah sholat dimesjid  kubah dan mesjid trapung ,"['mantap', 'bang', 'alhamdulillah', 'sudah', 'sholat', 'dimesjid', 'kubah', 'dan', 'mesjid', 'trapung']","['mantap', 'bang', 'alhamdulillah', 'sholat', 'dimesjid', 'kubah', 'mesjid', 'trapung']",mantap bang alhamdulillah sholat mesjid kubah mesjid trapung
MANTAB HOOH JAKARTA APA ATUH SONOH PADA PEGI DR JAKARTA,MANTAB HOOH JAKARTA APA ATUH SONOH PADA PEGI DR JAKARTA,mantab hooh jakarta apa atuh sonoh pada pegi dr jakarta,"['mantab', 'hooh', 'jakarta', 'apa', 'atuh', 'sonoh', 'pada', 'pegi', 'dr', 'jakarta']","['mantab', 'hooh', 'jakarta', 'atuh', 'sonoh', 'pegi', 'dr', 'jakarta']",mantab hooh jakarta atuh sonoh pegi dr jakarta
"Reklmasi Jakarta kalau mengikuti Ide Gagasn Ahok, Pasti bagus namun karna Manusia Bodok yang hanya pandai teori menjabat, Reklamasi Jakarta langsung tidak berkembang di tangan ORANG YANG HANYA PANDAI BACOT tapi KERJA NGAUR",Reklmasi Jakarta kalau mengikuti Ide Gagasn Ahok Pasti bagus namun karna Manusia Bodok yang hanya pandai teori menjabat Reklamasi Jakarta langsung tidak berkembang di tangan ORANG YANG HANYA PANDAI BACOT tapi KERJA NGAUR,reklmasi jakarta kalau mengikuti ide gagasn ahok pasti bagus namun karna manusia bodok yang hanya pandai teori menjabat reklamasi jakarta langsung tidak berkembang di tangan orang yang hanya pandai bacot tapi kerja ngaur,"['reklmasi', 'jakarta', 'kalau', 'mengikuti', 'ide', 'gagasn', 'ahok', 'pasti', 'bagus', 'namun', 'karna', 'manusia', 'bodok', 'yang', 'hanya', 'pandai', 'teori', 'menjabat', 'reklamasi', 'jakarta', 'langsung', 'tidak', 'berkembang', 'di', 'tangan', 'orang', 'yang', 'hanya', 'pandai', 'bacot', 'tapi', 'kerja', 'ngaur']","['reklmasi', 'jakarta', 'mengikuti', 'ide', 'gagasn', 'ahok', 'bagus', 'karna', 'manusia', 'bodok', 'pandai', 'teori', 'menjabat', 'reklamasi', 'jakarta', 'langsung', 'berkembang', 'tangan', 'orang', 'pandai', 'bacot', 'kerja', 'ngaur']",reklmasi jakarta ikut ide gagasn ahok bagus karna manusia bodok pandai teori jabat reklamasi jakarta langsung kembang tangan orang pandai bacot kerja ngaur
Setelah liat ini aku ngerasa jakarta kalah jauh 😅,Setelah liat ini aku ngerasa jakarta kalah jauh ,setelah liat ini aku ngerasa jakarta kalah jauh ,"['setelah', 'liat', 'ini', 'aku', 'ngerasa', 'jakarta', 'kalah', 'jauh']","['liat', 'ngerasa', 'jakarta', 'kalah']",liat ngerasa jakarta kalah
Pret kalah apa nya😅😅 Gini nih orang-orang makladesh rata² suka ngimpi klo ngomong🤣🤣,Pret kalah apa nya Gini nih orangorang makladesh rata suka ngimpi klo ngomong,pret kalah apa nya gini nih orangorang makladesh rata suka ngimpi klo ngomong,"['pret', 'kalah', 'apa', 'nya', 'gini', 'nih', 'orangorang', 'makladesh', 'rata', 'suka', 'ngimpi', 'klo', 'ngomong']","['pret', 'kalah', 'nya', 'gini', 'nih', 'orangorang', 'makladesh', 'suka', 'ngimpi', 'klo', 'ngomong']",pret kalah nya gin nih orangorang makladesh suka ngimpi klo ngomong
"@@celebesewako6816 masih rapihan makassar bang menurutku coba aja kesini jakarta utara semrawut tanggul rob aja pada retak jangan cuma diliat gedung""nya aja",celebesewako masih rapihan makassar bang menurutku coba aja kesini jakarta utara semrawut tanggul rob aja pada retak jangan cuma diliat gedungnya aja,celebesewako masih rapihan makassar bang menurutku coba aja kesini jakarta utara semrawut tanggul rob aja pada retak jangan cuma diliat gedungnya aja,"['celebesewako', 'masih', 'rapihan', 'makassar', 'bang', 'menurutku', 'coba', 'aja', 'kesini', 'jakarta', 'utara', 'semrawut', 'tanggul', 'rob', 'aja', 'pada', 'retak', 'jangan', 'cuma', 'diliat', 'gedungnya', 'aja']","['celebesewako', 'rapihan', 'makassar', 'bang', 'menurutku', 'coba', 'aja', 'kesini', 'jakarta', 'utara', 'semrawut', 'tanggul', 'rob', 'aja', 'retak', 'diliat', 'gedungnya', 'aja']",celebesewako rapihan makassar bang turut coba aja kesini jakarta utara semrawut tanggul rob aja retak liat gedung aja
"​@@Jarrotalbino6053Mekladeshia itu lah yg paling kumuh se indonesia 1/3 wilayah makladesh kumuh, baca berita​",JarrotalbinoMekladeshia itu lah yg paling kumuh se indonesia  wilayah makladesh kumuh baca berita,jarrotalbinomekladeshia itu lah yg paling kumuh se indonesia  wilayah makladesh kumuh baca berita,"['jarrotalbinomekladeshia', 'itu', 'lah', 'yg', 'paling', 'kumuh', 'se', 'indonesia', 'wilayah', 'makladesh', 'kumuh', 'baca', 'berita']","['jarrotalbinomekladeshia', 'yg', 'kumuh', 'indonesia', 'wilayah', 'makladesh', 'kumuh', 'baca', 'berita']",jarrotalbinomekladeshia yg kumuh indonesia wilayah makladesh kumuh baca berita
Hanya buang anggaran negara padahal banyak darat .....bisa di bangunnn....kenapa harus timbun .....kan lucu indo padahal pantainya masih banyak kosong,Hanya buang anggaran negara padahal banyak darat bisa di bangunnnkenapa harus timbun kan lucu indo padahal pantainya masih banyak kosong,hanya buang anggaran negara padahal banyak darat bisa di bangunnnkenapa harus timbun kan lucu indo padahal pantainya masih banyak kosong,"['hanya', 'buang', 'anggaran', 'negara', 'padahal', 'banyak', 'darat', 'bisa', 'di', 'bangunnnkenapa', 'harus', 'timbun', 'kan', 'lucu', 'indo', 'padahal', 'pantainya', 'masih', 'banyak', 'kosong']","['buang', 'anggaran', 'negara', 'darat', 'bangunnnkenapa', 'timbun', 'lucu', 'indo', 'pantainya', 'kosong']",buang anggar negara darat bangunnnkenapa timbun lucu indo pantai kosong
Setuju sekali😅,Setuju sekali,setuju sekali,"['setuju', 'sekali']",['setuju'],tuju
"Memang memperindah makassar tapi merusak lingkungan, reklamasi perlu jika dataran suatu daerah atau negara terbatas. Padahal jika mau memperindah sulsel cukup meratakan pembangunan di daerah2 yg berdekatan dengan ibukota prov. Dan menjamin agar transportasi umum bisa mempersingkat waktu ke daerah2 sekitarnya. Jika pembangunan hanya terpusat di makassar sya kira ruas jalannya tdk memadai menampung kendaraan pribadi pengunjung dari luar kota.",Memang memperindah makassar tapi merusak lingkungan reklamasi perlu jika dataran suatu daerah atau negara terbatas Padahal jika mau memperindah sulsel cukup meratakan pembangunan di daerah yg berdekatan dengan ibukota prov Dan menjamin agar transportasi umum bisa mempersingkat waktu ke daerah sekitarnya Jika pembangunan hanya terpusat di makassar sya kira ruas jalannya tdk memadai menampung kendaraan pribadi pengunjung dari luar kota,memang memperindah makassar tapi merusak lingkungan reklamasi perlu jika dataran suatu daerah atau negara terbatas padahal jika mau memperindah sulsel cukup meratakan pembangunan di daerah yg berdekatan dengan ibukota prov dan menjamin agar transportasi umum bisa mempersingkat waktu ke daerah sekitarnya jika pembangunan hanya terpusat di makassar sya kira ruas jalannya tdk memadai menampung kendaraan pribadi pengunjung dari luar kota,"['memang', 'memperindah', 'makassar', 'tapi', 'merusak', 'lingkungan', 'reklamasi', 'perlu', 'jika', 'dataran', 'suatu', 'daerah', 'atau', 'negara', 'terbatas', 'padahal', 'jika', 'mau', 'memperindah', 'sulsel', 'cukup', 'meratakan', 'pembangunan', 'di', 'daerah', 'yg', 'berdekatan', 'dengan', 'ibukota', 'prov', 'dan', 'menjamin', 'agar', 'transportasi', 'umum', 'bisa', 'mempersingkat', 'waktu', 'ke', 'daerah', 'sekitarnya', 'jika', 'pembangunan', 'hanya', 'terpusat', 'di', 'makassar', 'sya', 'kira', 'ruas', 'jalannya', 'tdk', 'memadai', 'menampung', 'kendaraan', 'pribadi', 'pengunjung', 'dari', 'luar', 'kota']","['memperindah', 'makassar', 'merusak', 'lingkungan', 'reklamasi', 'dataran', 'daerah', 'negara', 'terbatas', 'memperindah', 'sulsel', 'meratakan', 'pembangunan', 'daerah', 'yg', 'berdekatan', 'ibukota', 'prov', 'menjamin', 'transportasi', 'mempersingkat', 'daerah', 'pembangunan', 'terpusat', 'makassar', 'sya', 'ruas', 'jalannya', 'tdk', 'memadai', 'menampung', 'kendaraan', 'pribadi', 'pengunjung', 'kota']",indah makassar rusak lingkung reklamasi datar daerah negara batas indah sulsel rata bangun daerah yg dekat ibukota prov jamin transportasi singkat daerah bangun pusat makassar sya ruas jalan tdk pada tampung kendara pribadi unjung kota
Menandakan infrastruktur makasar ini sangat buruk,Menandakan infrastruktur makasar ini sangat buruk,menandakan infrastruktur makasar ini sangat buruk,"['menandakan', 'infrastruktur', 'makasar', 'ini', 'sangat', 'buruk']","['menandakan', 'infrastruktur', 'makasar', 'buruk']",tanda infrastruktur makasar buruk
"@@celebesewako6816 betul sekali, pembangunan infrastruktur makassar itu ugal2an dan tidak berfungsi sesuai harapan, makassar itu tidak bisa maju karena tata kota yg dari awal sudah bobrok.",celebesewako betul sekali pembangunan infrastruktur makassar itu ugalan dan tidak berfungsi sesuai harapan makassar itu tidak bisa maju karena tata kota yg dari awal sudah bobrok,celebesewako betul sekali pembangunan infrastruktur makassar itu ugalan dan tidak berfungsi sesuai harapan makassar itu tidak bisa maju karena tata kota yg dari awal sudah bobrok,"['celebesewako', 'betul', 'sekali', 'pembangunan', 'infrastruktur', 'makassar', 'itu', 'ugalan', 'dan', 'tidak', 'berfungsi', 'sesuai', 'harapan', 'makassar', 'itu', 'tidak', 'bisa', 'maju', 'karena', 'tata', 'kota', 'yg', 'dari', 'awal', 'sudah', 'bobrok']","['celebesewako', 'pembangunan', 'infrastruktur', 'makassar', 'ugalan', 'berfungsi', 'sesuai', 'harapan', 'makassar', 'maju', 'tata', 'kota', 'yg', 'bobrok']",celebesewako bangun infrastruktur makassar ugalan fungsi sesuai harap makassar maju tata kota yg bobrok
Jujur saat ini kota sekelas makasar surabaya bandung masih kalah dari kota no 60 bahkan cuma surabaya yg bisa masuk top 100 kota di China dr segi GDP.. Belum lagi infrastruktur.. Kota no 200 di China lebih padet apartemen dan office tower di banding makasar.. Setu saja jika makasar terus berbenah hh... 🌴lope makassar,Jujur saat ini kota sekelas makasar surabaya bandung masih kalah dari kota no  bahkan cuma surabaya yg bisa masuk top  kota di China dr segi GDP Belum lagi infrastruktur Kota no  di China lebih padet apartemen dan office tower di banding makasar Setu saja jika makasar terus berbenah hh lope makassar,jujur saat ini kota sekelas makasar surabaya bandung masih kalah dari kota no  bahkan cuma surabaya yg bisa masuk top  kota di china dr segi gdp belum lagi infrastruktur kota no  di china lebih padet apartemen dan office tower di banding makasar setu saja jika makasar terus berbenah hh lope makassar,"['jujur', 'saat', 'ini', 'kota', 'sekelas', 'makasar', 'surabaya', 'bandung', 'masih', 'kalah', 'dari', 'kota', 'no', 'bahkan', 'cuma', 'surabaya', 'yg', 'bisa', 'masuk', 'top', 'kota', 'di', 'china', 'dr', 'segi', 'gdp', 'belum', 'lagi', 'infrastruktur', 'kota', 'no', 'di', 'china', 'lebih', 'padet', 'apartemen', 'dan', 'office', 'tower', 'di', 'banding', 'makasar', 'setu', 'saja', 'jika', 'makasar', 'terus', 'berbenah', 'hh', 'lope', 'makassar']","['jujur', 'kota', 'sekelas', 'makasar', 'surabaya', 'bandung', 'kalah', 'kota', 'no', 'surabaya', 'yg', 'masuk', 'top', 'kota', 'china', 'dr', 'segi', 'gdp', 'infrastruktur', 'kota', 'no', 'china', 'padet', 'apartemen', 'office', 'tower', 'banding', 'makasar', 'setu', 'makasar', 'berbenah', 'hh', 'lope', 'makassar']",jujur kota kelas makasar surabaya bandung kalah kota no surabaya yg masuk top kota china dr segi gdp infrastruktur kota no china padet apartemen office tower banding makasar setu makasar benah hh lope makassar
"Jangan samakan mekasar dgn bandung medan surabaya semarang palembang batam yang super maju, mekasar Bangladesh nya Indonesia timur ini masih sangat tertinggal jauh dan miskin semua, dari infrastruktur jumlah penduduk dan ekonomi nya sangat jauh tertinggal, jauh dari negara-negara maju dan dari pulau jawa sumatera.. makasar makladesh ini di timur masih sekelas dengan kota Balikpapan Pontianak manado dan jayapura dari infrastruktur ekonomi dan jumlah penduduk",Jangan samakan mekasar dgn bandung medan surabaya semarang palembang batam yang super maju mekasar Bangladesh nya Indonesia timur ini masih sangat tertinggal jauh dan miskin semua dari infrastruktur jumlah penduduk dan ekonomi nya sangat jauh tertinggal jauh dari negaranegara maju dan dari pulau jawa sumatera makasar makladesh ini di timur masih sekelas dengan kota Balikpapan Pontianak manado dan jayapura dari infrastruktur ekonomi dan jumlah penduduk,jangan samakan mekasar dgn bandung medan surabaya semarang palembang batam yang super maju mekasar bangladesh nya indonesia timur ini masih sangat tertinggal jauh dan miskin semua dari infrastruktur jumlah penduduk dan ekonomi nya sangat jauh tertinggal jauh dari negaranegara maju dan dari pulau jawa sumatera makasar makladesh ini di timur masih sekelas dengan kota balikpapan pontianak manado dan jayapura dari infrastruktur ekonomi dan jumlah penduduk,"['jangan', 'samakan', 'mekasar', 'dgn', 'bandung', 'medan', 'surabaya', 'semarang', 'palembang', 'batam', 'yang', 'super', 'maju', 'mekasar', 'bangladesh', 'nya', 'indonesia', 'timur', 'ini', 'masih', 'sangat', 'tertinggal', 'jauh', 'dan', 'miskin', 'semua', 'dari', 'infrastruktur', 'jumlah', 'penduduk', 'dan', 'ekonomi', 'nya', 'sangat', 'jauh', 'tertinggal', 'jauh', 'dari', 'negaranegara', 'maju', 'dan', 'dari', 'pulau', 'jawa', 'sumatera', 'makasar', 'makladesh', 'ini', 'di', 'timur', 'masih', 'sekelas', 'dengan', 'kota', 'balikpapan', 'pontianak', 'manado', 'dan', 'jayapura', 'dari', 'infrastruktur', 'ekonomi', 'dan', 'jumlah', 'penduduk']","['samakan', 'mekasar', 'dgn', 'bandung', 'medan', 'surabaya', 'semarang', 'palembang', 'batam', 'super', 'maju', 'mekasar', 'bangladesh', 'nya', 'indonesia', 'timur', 'tertinggal', 'miskin', 'infrastruktur', 'penduduk', 'ekonomi', 'nya', 'tertinggal', 'negaranegara', 'maju', 'pulau', 'jawa', 'sumatera', 'makasar', 'makladesh', 'timur', 'sekelas', 'kota', 'balikpapan', 'pontianak', 'manado', 'jayapura', 'infrastruktur', 'ekonomi', 'penduduk']",sama mekasar dgn bandung medan surabaya semarang palembang batam super maju mekasar bangladesh nya indonesia timur tinggal miskin infrastruktur duduk ekonomi nya tinggal negaranegara maju pulau jawa sumatera makasar makladesh timur kelas kota balikpapan pontianak manado jayapura infrastruktur ekonomi duduk
Masih kalah sama PIK,Masih kalah sama PIK,masih kalah sama pik,"['masih', 'kalah', 'sama', 'pik']","['kalah', 'pik']",kalah pik
