description,cleansing,case_folding,tokenize,filtering/stopword removal,stemming_data
​@@syamsiralam9566memang mekasar Bangladesh nya Indonesia timur ini sangat kumuh se Indonesia mana transportasi massal nya cuma ada becak sepeda   motor BUTUT gandeng nya🤣🤣🤮,syamsiralammemang mekasar Bangladesh nya Indonesia timur ini sangat kumuh se Indonesia mana transportasi massal nya cuma ada becak sepeda   motor BUTUT gandeng nya,syamsiralammemang mekasar bangladesh nya indonesia timur ini sangat kumuh se indonesia mana transportasi massal nya cuma ada becak sepeda   motor butut gandeng nya,"['syamsiralammemang', 'mekasar', 'bangladesh', 'nya', 'indonesia', 'timur', 'ini', 'sangat', 'kumuh', 'se', 'indonesia', 'mana', 'transportasi', 'massal', 'nya', 'cuma', 'ada', 'becak', 'sepeda', 'motor', 'butut', 'gandeng', 'nya']","['syamsiralammemang', 'mekasar', 'bangladesh', 'nya', 'indonesia', 'timur', 'kumuh', 'indonesia', 'transportasi', 'massal', 'nya', 'becak', 'sepeda', 'motor', 'butut', 'gandeng', 'nya']",syamsiralammemang mekasar bangladesh nya indonesia timur kumuh indonesia transportasi massal nya becak sepeda motor butut gandeng nya
Apa kabar stadion Barombong 😁😁,Apa kabar stadion Barombong ,apa kabar stadion barombong ,"['apa', 'kabar', 'stadion', 'barombong']","['kabar', 'stadion', 'barombong']",kabar stadion barombong
Bravo Makasar:jgn ada aibon diantara kita yah....!👍💪,Bravo Makasarjgn ada aibon diantara kita yah,bravo makasarjgn ada aibon diantara kita yah,"['bravo', 'makasarjgn', 'ada', 'aibon', 'diantara', 'kita', 'yah']","['bravo', 'makasarjgn', 'aibon', 'yah']",bravo makasarjgn aibon yah
Jangan ada begal dusta di antara kita ya,Jangan ada begal dusta di antara kita ya,jangan ada begal dusta di antara kita ya,"['jangan', 'ada', 'begal', 'dusta', 'di', 'antara', 'kita', 'ya']","['begal', 'dusta', 'ya']",begal dusta ya
Korban gorengan politik adu domba ya 😂,Korban gorengan politik adu domba ya ,korban gorengan politik adu domba ya ,"['korban', 'gorengan', 'politik', 'adu', 'domba', 'ya']","['korban', 'gorengan', 'politik', 'adu', 'domba', 'ya']",korban goreng politik adu domba ya
"Wow bagus sekali, sekarang bangun stadion dong...",Wow bagus sekali sekarang bangun stadion dong,wow bagus sekali sekarang bangun stadion dong,"['wow', 'bagus', 'sekali', 'sekarang', 'bangun', 'stadion', 'dong']","['wow', 'bagus', 'bangun', 'stadion']",wow bagus bangun stadion
0:02 Daerah sudiang di bagun stadion internasional rencana tahun oleh pemerintah pusat, Daerah sudiang di bagun stadion internasional rencana tahun oleh pemerintah pusat, daerah sudiang di bagun stadion internasional rencana tahun oleh pemerintah pusat,"['daerah', 'sudiang', 'di', 'bagun', 'stadion', 'internasional', 'rencana', 'tahun', 'oleh', 'pemerintah', 'pusat']","['daerah', 'sudiang', 'bagun', 'stadion', 'internasional', 'rencana', 'pemerintah', 'pusat']",daerah sudiang bagun stadion internasional rencana perintah pusat
Bang dulu saya pernah ke pulo kayangan Apakah sekarang pulo kayangan masih ada?,Bang dulu saya pernah ke pulo kayangan Apakah sekarang pulo kayangan masih ada,bang dulu saya pernah ke pulo kayangan apakah sekarang pulo kayangan masih ada,"['bang', 'dulu', 'saya', 'pernah', 'ke', 'pulo', 'kayangan', 'apakah', 'sekarang', 'pulo', 'kayangan', 'masih', 'ada']","['bang', 'pulo', 'kayangan', 'pulo', 'kayangan']",bang pulo kayangan pulo kayangan
wow....👍reklamasi klo.dtata dan didesain jd kerennnnn,wowreklamasi klodtata dan didesain jd kerennnnn,wowreklamasi klodtata dan didesain jd kerennnnn,"['wowreklamasi', 'klodtata', 'dan', 'didesain', 'jd', 'kerennnnn']","['wowreklamasi', 'klodtata', 'didesain', 'jd', 'kerennnnn']",wowreklamasi klodtata desain jd kerennnnn
🤔🤔🤔 TIDAK BAHAYAKAH BUKANNYA DISANA BERDEKATAN DENGAN LEMPENG TEKTONIK DAN LAUTANNYA SAMUDRA?...... JIKA TERJADI TSUNAMI AKAN BANYAK KORBAN, TIDAK BAHAYAKAH BUKANNYA DISANA BERDEKATAN DENGAN LEMPENG TEKTONIK DAN LAUTANNYA SAMUDRA JIKA TERJADI TSUNAMI AKAN BANYAK KORBAN, tidak bahayakah bukannya disana berdekatan dengan lempeng tektonik dan lautannya samudra jika terjadi tsunami akan banyak korban,"['tidak', 'bahayakah', 'bukannya', 'disana', 'berdekatan', 'dengan', 'lempeng', 'tektonik', 'dan', 'lautannya', 'samudra', 'jika', 'terjadi', 'tsunami', 'akan', 'banyak', 'korban']","['bahayakah', 'disana', 'berdekatan', 'lempeng', 'tektonik', 'lautannya', 'samudra', 'tsunami', 'korban']",bahaya sana dekat lempeng tektonik laut samudra tsunami korban
Daerà sulawesi selatan ngak terlalu ... bahayaan di pesisir daerah jawa  sumatra Bosku,Daer sulawesi selatan ngak terlalu  bahayaan di pesisir daerah jawa  sumatra Bosku,daer sulawesi selatan ngak terlalu  bahayaan di pesisir daerah jawa  sumatra bosku,"['daer', 'sulawesi', 'selatan', 'ngak', 'terlalu', 'bahayaan', 'di', 'pesisir', 'daerah', 'jawa', 'sumatra', 'bosku']","['daer', 'sulawesi', 'selatan', 'ngak', 'bahayaan', 'pesisir', 'daerah', 'jawa', 'sumatra', 'bosku']",daer sulawesi selatan ngak bahaya pesisir daerah jawa sumatra bos
"Itu dia yg harus diwaspai mengingat pesisir mekasar pantai nya selalu langganan banjir air rob naik setiap tahun,,",Itu dia yg harus diwaspai mengingat pesisir mekasar pantai nya selalu langganan banjir air rob naik setiap tahun,itu dia yg harus diwaspai mengingat pesisir mekasar pantai nya selalu langganan banjir air rob naik setiap tahun,"['itu', 'dia', 'yg', 'harus', 'diwaspai', 'mengingat', 'pesisir', 'mekasar', 'pantai', 'nya', 'selalu', 'langganan', 'banjir', 'air', 'rob', 'naik', 'setiap', 'tahun']","['yg', 'diwaspai', 'pesisir', 'mekasar', 'pantai', 'nya', 'langganan', 'banjir', 'air', 'rob']",yg diwaspai pesisir mekasar pantai nya langgan banjir air rob
Reklamasi di Jakarta digangguin oknum...ktnya sih mau nyalon lagi.... Wkwkwk... Gw ketawain aj dah,Reklamasi di Jakarta digangguin oknumktnya sih mau nyalon lagi Wkwkwk Gw ketawain aj dah,reklamasi di jakarta digangguin oknumktnya sih mau nyalon lagi wkwkwk gw ketawain aj dah,"['reklamasi', 'di', 'jakarta', 'digangguin', 'oknumktnya', 'sih', 'mau', 'nyalon', 'lagi', 'wkwkwk', 'gw', 'ketawain', 'aj', 'dah']","['reklamasi', 'jakarta', 'digangguin', 'oknumktnya', 'sih', 'nyalon', 'wkwkwk', 'gw', 'ketawain', 'aj', 'dah']",reklamasi jakarta digangguin oknumktnya sih nyalon wkwkwk gw ketawain aj dah
"Untung ahok mw calonin lagi,gw juga dukung sih",Untung ahok mw calonin lagigw juga dukung sih,untung ahok mw calonin lagigw juga dukung sih,"['untung', 'ahok', 'mw', 'calonin', 'lagigw', 'juga', 'dukung', 'sih']","['untung', 'ahok', 'mw', 'calonin', 'lagigw', 'dukung', 'sih']",untung ahok mw calonin lagigw dukung sih
"@@aeyawiguna7811 yg gw heran, di jakarta di ricuhin didaerah baik2 aja. Bukti bahwa politisasi pembangunan dan agama adalah sebuah kejahatan yg sangat berbahaya. Rakyat jgn mau dibodohi.",aeyawiguna yg gw heran di jakarta di ricuhin didaerah baik aja Bukti bahwa politisasi pembangunan dan agama adalah sebuah kejahatan yg sangat berbahaya Rakyat jgn mau dibodohi,aeyawiguna yg gw heran di jakarta di ricuhin didaerah baik aja bukti bahwa politisasi pembangunan dan agama adalah sebuah kejahatan yg sangat berbahaya rakyat jgn mau dibodohi,"['aeyawiguna', 'yg', 'gw', 'heran', 'di', 'jakarta', 'di', 'ricuhin', 'didaerah', 'baik', 'aja', 'bukti', 'bahwa', 'politisasi', 'pembangunan', 'dan', 'agama', 'adalah', 'sebuah', 'kejahatan', 'yg', 'sangat', 'berbahaya', 'rakyat', 'jgn', 'mau', 'dibodohi']","['aeyawiguna', 'yg', 'gw', 'heran', 'jakarta', 'ricuhin', 'didaerah', 'aja', 'bukti', 'politisasi', 'pembangunan', 'agama', 'kejahatan', 'yg', 'berbahaya', 'rakyat', 'jgn', 'dibodohi']",aeyawiguna yg gw heran jakarta ricuhin daerah aja bukti politisasi bangun agama jahat yg bahaya rakyat jgn bodoh
"@@Kapalapi_jelaslebiheunak emang sialan sih,gara2 RIZIK pembangunan Indonesia terutama jakarta jadi mandek gini kek mengalami kemunduran gara2 dia doang yg nge bangga2in agama bahkan sekelas ANIS BASWEDAN aj disetir sama RIZIK lhoooo,duhh mas ANIS mas ANIS",Kapalapijelaslebiheunak emang sialan sihgara RIZIK pembangunan Indonesia terutama jakarta jadi mandek gini kek mengalami kemunduran gara dia doang yg nge banggain agama bahkan sekelas ANIS BASWEDAN aj disetir sama RIZIK lhooooduhh mas ANIS mas ANIS,kapalapijelaslebiheunak emang sialan sihgara rizik pembangunan indonesia terutama jakarta jadi mandek gini kek mengalami kemunduran gara dia doang yg nge banggain agama bahkan sekelas anis baswedan aj disetir sama rizik lhooooduhh mas anis mas anis,"['kapalapijelaslebiheunak', 'emang', 'sialan', 'sihgara', 'rizik', 'pembangunan', 'indonesia', 'terutama', 'jakarta', 'jadi', 'mandek', 'gini', 'kek', 'mengalami', 'kemunduran', 'gara', 'dia', 'doang', 'yg', 'nge', 'banggain', 'agama', 'bahkan', 'sekelas', 'anis', 'baswedan', 'aj', 'disetir', 'sama', 'rizik', 'lhooooduhh', 'mas', 'anis', 'mas', 'anis']","['kapalapijelaslebiheunak', 'emang', 'sialan', 'sihgara', 'rizik', 'pembangunan', 'indonesia', 'jakarta', 'mandek', 'gini', 'kek', 'mengalami', 'kemunduran', 'gara', 'doang', 'yg', 'nge', 'banggain', 'agama', 'sekelas', 'anis', 'baswedan', 'aj', 'disetir', 'rizik', 'lhooooduhh', 'mas', 'anis', 'mas', 'anis']",kapalapijelaslebiheunak emang sial sihgara rizik bangun indonesia jakarta mandek gin kek alami mundur gara doang yg nge banggain agama kelas anis baswedan aj setir rizik lhooooduhh mas anis mas anis
"@@aeyawiguna7811 barang siapa yg bergotong royong, bahu-membahu, dukung-mendukung, share-menshare, baik dlm kebathilan maupun kezoliman apapun itu alasannya, apapun itu bentuknya yg dibungkus dlm sebuah politisasi agama lihat saja nanti hasil dan balasannya. Naujubillah summa naujubillah",aeyawiguna barang siapa yg bergotong royong bahumembahu dukungmendukung sharemenshare baik dlm kebathilan maupun kezoliman apapun itu alasannya apapun itu bentuknya yg dibungkus dlm sebuah politisasi agama lihat saja nanti hasil dan balasannya Naujubillah summa naujubillah,aeyawiguna barang siapa yg bergotong royong bahumembahu dukungmendukung sharemenshare baik dlm kebathilan maupun kezoliman apapun itu alasannya apapun itu bentuknya yg dibungkus dlm sebuah politisasi agama lihat saja nanti hasil dan balasannya naujubillah summa naujubillah,"['aeyawiguna', 'barang', 'siapa', 'yg', 'bergotong', 'royong', 'bahumembahu', 'dukungmendukung', 'sharemenshare', 'baik', 'dlm', 'kebathilan', 'maupun', 'kezoliman', 'apapun', 'itu', 'alasannya', 'apapun', 'itu', 'bentuknya', 'yg', 'dibungkus', 'dlm', 'sebuah', 'politisasi', 'agama', 'lihat', 'saja', 'nanti', 'hasil', 'dan', 'balasannya', 'naujubillah', 'summa', 'naujubillah']","['aeyawiguna', 'barang', 'yg', 'bergotong', 'royong', 'bahumembahu', 'dukungmendukung', 'sharemenshare', 'dlm', 'kebathilan', 'kezoliman', 'apapun', 'alasannya', 'apapun', 'bentuknya', 'yg', 'dibungkus', 'dlm', 'politisasi', 'agama', 'lihat', 'hasil', 'balasannya', 'naujubillah', 'summa', 'naujubillah']",aeyawiguna barang yg gotong royong bahumembahu dukungmendukung sharemenshare dlm kebathilan kezoliman apa alas apa bentuk yg bungkus dlm politisasi agama lihat hasil balas naujubillah summa naujubillah
Jkt mo nya tenggelam.......giant sea world di tolak anis gub unfaedah,Jkt mo nya tenggelamgiant sea world di tolak anis gub unfaedah,jkt mo nya tenggelamgiant sea world di tolak anis gub unfaedah,"['jkt', 'mo', 'nya', 'tenggelamgiant', 'sea', 'world', 'di', 'tolak', 'anis', 'gub', 'unfaedah']","['jkt', 'mo', 'nya', 'tenggelamgiant', 'sea', 'world', 'tolak', 'anis', 'gub', 'unfaedah']",jkt mo nya tenggelamgiant sea world tolak anis gub unfaedah
Abah cuma banyak omon2.❤,Abah cuma banyak omon,abah cuma banyak omon,"['abah', 'cuma', 'banyak', 'omon']","['abah', 'omon']",abah omon
"Iya si Anis gubernur terbodoh, pinter ngomong doang, kaga becus kerja, eeeeh malah d suruh jadi Presiden, HADUH.",Iya si Anis gubernur terbodoh pinter ngomong doang kaga becus kerja eeeeh malah d suruh jadi Presiden HADUH,iya si anis gubernur terbodoh pinter ngomong doang kaga becus kerja eeeeh malah d suruh jadi presiden haduh,"['iya', 'si', 'anis', 'gubernur', 'terbodoh', 'pinter', 'ngomong', 'doang', 'kaga', 'becus', 'kerja', 'eeeeh', 'malah', 'd', 'suruh', 'jadi', 'presiden', 'haduh']","['iya', 'si', 'anis', 'gubernur', 'terbodoh', 'pinter', 'ngomong', 'doang', 'kaga', 'becus', 'kerja', 'eeeeh', 'd', 'suruh', 'presiden', 'haduh']",iya si anis gubernur bodoh pinter ngomong doang kaga becus kerja eeeeh d suruh presiden haduh
kok g ada nelayan yg demo?,kok g ada nelayan yg demo,kok g ada nelayan yg demo,"['kok', 'g', 'ada', 'nelayan', 'yg', 'demo']","['g', 'nelayan', 'yg', 'demo']",g nelayan yg demo
Woww...reklamasinya Kerenn...👍👍👍,Wowwreklamasinya Kerenn,wowwreklamasinya kerenn,"['wowwreklamasinya', 'kerenn']","['wowwreklamasinya', 'kerenn']",wowwreklamasinya kerenn
woww .. mengalahkan JKT,woww  mengalahkan JKT,woww  mengalahkan jkt,"['woww', 'mengalahkan', 'jkt']","['woww', 'mengalahkan', 'jkt']",woww kalah jkt
Mustahil,Mustahil,mustahil,['mustahil'],['mustahil'],mustahil
Wkwkwk lawan dulu Balikpapan kalo mampu,Wkwkwk lawan dulu Balikpapan kalo mampu,wkwkwk lawan dulu balikpapan kalo mampu,"['wkwkwk', 'lawan', 'dulu', 'balikpapan', 'kalo', 'mampu']","['wkwkwk', 'lawan', 'balikpapan', 'kalo']",wkwkwk lawan balikpapan kalo
Dasar wong stress😂,Dasar wong stress,dasar wong stress,"['dasar', 'wong', 'stress']","['dasar', 'stress']",dasar stress
Makasar semakin pesat pembangunanya ya,Makasar semakin pesat pembangunanya ya,makasar semakin pesat pembangunanya ya,"['makasar', 'semakin', 'pesat', 'pembangunanya', 'ya']","['makasar', 'pesat', 'pembangunanya', 'ya']",makasar pesat pembangunanya ya
Wah mendarat ke pulau sulawesi nih,Wah mendarat ke pulau sulawesi nih,wah mendarat ke pulau sulawesi nih,"['wah', 'mendarat', 'ke', 'pulau', 'sulawesi', 'nih']","['mendarat', 'pulau', 'sulawesi', 'nih']",darat pulau sulawesi nih
must a nice must a nice,must a nice must a nice,must a nice must a nice,"['must', 'a', 'nice', 'must', 'a', 'nice']","['must', 'a', 'nice', 'must', 'a', 'nice']",must a nice must a nice
Malu njirrrr coba aj klo ahok yg kepilih bs tuh Reklamasi dibanding ania,Malu njirrrr coba aj klo ahok yg kepilih bs tuh Reklamasi dibanding ania,malu njirrrr coba aj klo ahok yg kepilih bs tuh reklamasi dibanding ania,"['malu', 'njirrrr', 'coba', 'aj', 'klo', 'ahok', 'yg', 'kepilih', 'bs', 'tuh', 'reklamasi', 'dibanding', 'ania']","['malu', 'njirrrr', 'coba', 'aj', 'klo', 'ahok', 'yg', 'kepilih', 'bs', 'tuh', 'reklamasi', 'dibanding', 'ania']",malu njirrrr coba aj klo ahok yg pilih bs tuh reklamasi banding ania
bang coba update reklamasi POJ City semarang,bang coba update reklamasi POJ City semarang,bang coba update reklamasi poj city semarang,"['bang', 'coba', 'update', 'reklamasi', 'poj', 'city', 'semarang']","['bang', 'coba', 'update', 'reklamasi', 'poj', 'city', 'semarang']",bang coba update reklamasi poj city semarang
"Reklamasi Jakarta itu adalah salah satu strategi utk menangani Banjir Rob, diluar dari penanganan Banjir Hulu dan Banjir Hilir. Kontraktor Reklamasi Jakarta WAJIB membangun Tanggul Laut Raksasa Jakarta (Jakarta Giant Sea Wall) sebagai bentuk CSR kepada Pemda Jakarta guna membendung 13 aliran sungai Jakarta dan mendapatkan air baku yg bisa didistribusikan kepada 60% rakyat Jakarta yg selama ini menggunakan air tanah, baru strategi sumur resapan biopori bisa efektif dilakukan secara massal utk mengisi akuifer Jakarta yang selama ini disedot oleh rakyat Jakarta tersebut. Just info saja bahwa kapasitas PAM Jaya hanya mampu mengcover 40% Jakarta Raya, sehingga banyak rakyat Jakarta dan corporate yang menggunakan air tanah. Penggunaan air tanah inilah yang mengakibatkan penurunan muka tanah Jakarta, karena akuifernya menipis dan tertekan oleh beban pembangunan permukaan Jakarta. Fungsi reklamasi pantai utara Jakarta juga guna menjadi beban agar tidak terjadi infiltrasi air laut masuk ke daratan utama Jakarta dan mencegah terjadinya abrasi. Selain itu Masyarakat Jakarta dan Pemda mendapatkan lahan baru jika diperlukan untuk penataan ruang perkotaan. Semua sirna hanya karena egoisme seorang pemimpin semata yg memaksakan semuanya harus beda, sedangkan banjir rob nyatanya masih terjadi dan tenggelamnya Jakarta masih menghantui.",Reklamasi Jakarta itu adalah salah satu strategi utk menangani Banjir Rob diluar dari penanganan Banjir Hulu dan Banjir Hilir Kontraktor Reklamasi Jakarta WAJIB membangun Tanggul Laut Raksasa Jakarta Jakarta Giant Sea Wall sebagai bentuk CSR kepada Pemda Jakarta guna membendung  aliran sungai Jakarta dan mendapatkan air baku yg bisa didistribusikan kepada  rakyat Jakarta yg selama ini menggunakan air tanah baru strategi sumur resapan biopori bisa efektif dilakukan secara massal utk mengisi akuifer Jakarta yang selama ini disedot oleh rakyat Jakarta tersebut Just info saja bahwa kapasitas PAM Jaya hanya mampu mengcover  Jakarta Raya sehingga banyak rakyat Jakarta dan corporate yang menggunakan air tanah Penggunaan air tanah inilah yang mengakibatkan penurunan muka tanah Jakarta karena akuifernya menipis dan tertekan oleh beban pembangunan permukaan Jakarta Fungsi reklamasi pantai utara Jakarta juga guna menjadi beban agar tidak terjadi infiltrasi air laut masuk ke daratan utama Jakarta dan mencegah terjadinya abrasi Selain itu Masyarakat Jakarta dan Pemda mendapatkan lahan baru jika diperlukan untuk penataan ruang perkotaan Semua sirna hanya karena egoisme seorang pemimpin semata yg memaksakan semuanya harus beda sedangkan banjir rob nyatanya masih terjadi dan tenggelamnya Jakarta masih menghantui,reklamasi jakarta itu adalah salah satu strategi utk menangani banjir rob diluar dari penanganan banjir hulu dan banjir hilir kontraktor reklamasi jakarta wajib membangun tanggul laut raksasa jakarta jakarta giant sea wall sebagai bentuk csr kepada pemda jakarta guna membendung  aliran sungai jakarta dan mendapatkan air baku yg bisa didistribusikan kepada  rakyat jakarta yg selama ini menggunakan air tanah baru strategi sumur resapan biopori bisa efektif dilakukan secara massal utk mengisi akuifer jakarta yang selama ini disedot oleh rakyat jakarta tersebut just info saja bahwa kapasitas pam jaya hanya mampu mengcover  jakarta raya sehingga banyak rakyat jakarta dan corporate yang menggunakan air tanah penggunaan air tanah inilah yang mengakibatkan penurunan muka tanah jakarta karena akuifernya menipis dan tertekan oleh beban pembangunan permukaan jakarta fungsi reklamasi pantai utara jakarta juga guna menjadi beban agar tidak terjadi infiltrasi air laut masuk ke daratan utama jakarta dan mencegah terjadinya abrasi selain itu masyarakat jakarta dan pemda mendapatkan lahan baru jika diperlukan untuk penataan ruang perkotaan semua sirna hanya karena egoisme seorang pemimpin semata yg memaksakan semuanya harus beda sedangkan banjir rob nyatanya masih terjadi dan tenggelamnya jakarta masih menghantui,"['reklamasi', 'jakarta', 'itu', 'adalah', 'salah', 'satu', 'strategi', 'utk', 'menangani', 'banjir', 'rob', 'diluar', 'dari', 'penanganan', 'banjir', 'hulu', 'dan', 'banjir', 'hilir', 'kontraktor', 'reklamasi', 'jakarta', 'wajib', 'membangun', 'tanggul', 'laut', 'raksasa', 'jakarta', 'jakarta', 'giant', 'sea', 'wall', 'sebagai', 'bentuk', 'csr', 'kepada', 'pemda', 'jakarta', 'guna', 'membendung', 'aliran', 'sungai', 'jakarta', 'dan', 'mendapatkan', 'air', 'baku', 'yg', 'bisa', 'didistribusikan', 'kepada', 'rakyat', 'jakarta', 'yg', 'selama', 'ini', 'menggunakan', 'air', 'tanah', 'baru', 'strategi', 'sumur', 'resapan', 'biopori', 'bisa', 'efektif', 'dilakukan', 'secara', 'massal', 'utk', 'mengisi', 'akuifer', 'jakarta', 'yang', 'selama', 'ini', 'disedot', 'oleh', 'rakyat', 'jakarta', 'tersebut', 'just', 'info', 'saja', 'bahwa', 'kapasitas', 'pam', 'jaya', 'hanya', 'mampu', 'mengcover', 'jakarta', 'raya', 'sehingga', 'banyak', 'rakyat', 'jakarta', 'dan', 'corporate', 'yang', 'menggunakan', 'air', 'tanah', 'penggunaan', 'air', 'tanah', 'inilah', 'yang', 'mengakibatkan', 'penurunan', 'muka', 'tanah', 'jakarta', 'karena', 'akuifernya', 'menipis', 'dan', 'tertekan', 'oleh', 'beban', 'pembangunan', 'permukaan', 'jakarta', 'fungsi', 'reklamasi', 'pantai', 'utara', 'jakarta', 'juga', 'guna', 'menjadi', 'beban', 'agar', 'tidak', 'terjadi', 'infiltrasi', 'air', 'laut', 'masuk', 'ke', 'daratan', 'utama', 'jakarta', 'dan', 'mencegah', 'terjadinya', 'abrasi', 'selain', 'itu', 'masyarakat', 'jakarta', 'dan', 'pemda', 'mendapatkan', 'lahan', 'baru', 'jika', 'diperlukan', 'untuk', 'penataan', 'ruang', 'perkotaan', 'semua', 'sirna', 'hanya', 'karena', 'egoisme', 'seorang', 'pemimpin', 'semata', 'yg', 'memaksakan', 'semuanya', 'harus', 'beda', 'sedangkan', 'banjir', 'rob', 'nyatanya', 'masih', 'terjadi', 'dan', 'tenggelamnya', 'jakarta', 'masih', 'menghantui']","['reklamasi', 'jakarta', 'salah', 'strategi', 'utk', 'menangani', 'banjir', 'rob', 'diluar', 'penanganan', 'banjir', 'hulu', 'banjir', 'hilir', 'kontraktor', 'reklamasi', 'jakarta', 'wajib', 'membangun', 'tanggul', 'laut', 'raksasa', 'jakarta', 'jakarta', 'giant', 'sea', 'wall', 'bentuk', 'csr', 'pemda', 'jakarta', 'membendung', 'aliran', 'sungai', 'jakarta', 'air', 'baku', 'yg', 'didistribusikan', 'rakyat', 'jakarta', 'yg', 'air', 'tanah', 'strategi', 'sumur', 'resapan', 'biopori', 'efektif', 'massal', 'utk', 'mengisi', 'akuifer', 'jakarta', 'disedot', 'rakyat', 'jakarta', 'just', 'info', 'kapasitas', 'pam', 'jaya', 'mengcover', 'jakarta', 'raya', 'rakyat', 'jakarta', 'corporate', 'air', 'tanah', 'penggunaan', 'air', 'tanah', 'mengakibatkan', 'penurunan', 'muka', 'tanah', 'jakarta', 'akuifernya', 'menipis', 'tertekan', 'beban', 'pembangunan', 'permukaan', 'jakarta', 'fungsi', 'reklamasi', 'pantai', 'utara', 'jakarta', 'beban', 'infiltrasi', 'air', 'laut', 'masuk', 'daratan', 'utama', 'jakarta', 'mencegah', 'abrasi', 'masyarakat', 'jakarta', 'pemda', 'lahan', 'penataan', 'ruang', 'perkotaan', 'sirna', 'egoisme', 'pemimpin', 'yg', 'memaksakan', 'beda', 'banjir', 'rob', 'tenggelamnya', 'jakarta', 'menghantui']",reklamasi jakarta salah strategi utk tangan banjir rob luar tangan banjir hulu banjir hilir kontraktor reklamasi jakarta wajib bangun tanggul laut raksasa jakarta jakarta giant sea wall bentuk csr pemda jakarta bendung alir sungai jakarta air baku yg distribusi rakyat jakarta yg air tanah strategi sumur resap biopori efektif massal utk isi akuifer jakarta sedot rakyat jakarta just info kapasitas pam jaya mengcover jakarta raya rakyat jakarta corporate air tanah guna air tanah akibat turun muka tanah jakarta akuifer tip tekan beban bangun muka jakarta fungsi reklamasi pantai utara jakarta beban infiltrasi air laut masuk darat utama jakarta cegah abrasi masyarakat jakarta pemda lahan tata ruang kota sirna egoisme pimpin yg paksa beda banjir rob tenggelam jakarta hantu
Bilang aja anis,Bilang aja anis,bilang aja anis,"['bilang', 'aja', 'anis']","['bilang', 'aja', 'anis']",bilang aja anis
Katanya pilgub besok dia bakal nyalon lagi😁,Katanya pilgub besok dia bakal nyalon lagi,katanya pilgub besok dia bakal nyalon lagi,"['katanya', 'pilgub', 'besok', 'dia', 'bakal', 'nyalon', 'lagi']","['pilgub', 'besok', 'nyalon']",pilgub besok nyalon
Reklamasi jakarta gagal karena melanggar sunatullah...,Reklamasi jakarta gagal karena melanggar sunatullah,reklamasi jakarta gagal karena melanggar sunatullah,"['reklamasi', 'jakarta', 'gagal', 'karena', 'melanggar', 'sunatullah']","['reklamasi', 'jakarta', 'gagal', 'melanggar', 'sunatullah']",reklamasi jakarta gagal langgar sunatullah
"​@@HayamKate-lg2qkwaduh parah sih,telalu ngikutin habib Riziek tuh anis",HayamKatelgqkwaduh parah sihtelalu ngikutin habib Riziek tuh anis,hayamkatelgqkwaduh parah sihtelalu ngikutin habib riziek tuh anis,"['hayamkatelgqkwaduh', 'parah', 'sihtelalu', 'ngikutin', 'habib', 'riziek', 'tuh', 'anis']","['hayamkatelgqkwaduh', 'parah', 'sihtelalu', 'ngikutin', 'habib', 'riziek', 'tuh', 'anis']",hayamkatelgqkwaduh parah sihtelalu ngikutin habib riziek tuh anis
tp kena pikirannya si anies koplakk jd hancur reklamasi jkt utara dan pendukungnya si anies cm.ngoh ngoh an z,tp kena pikirannya si anies koplakk jd hancur reklamasi jkt utara dan pendukungnya si anies cmngoh ngoh an z,tp kena pikirannya si anies koplakk jd hancur reklamasi jkt utara dan pendukungnya si anies cmngoh ngoh an z,"['tp', 'kena', 'pikirannya', 'si', 'anies', 'koplakk', 'jd', 'hancur', 'reklamasi', 'jkt', 'utara', 'dan', 'pendukungnya', 'si', 'anies', 'cmngoh', 'ngoh', 'an', 'z']","['tp', 'kena', 'pikirannya', 'si', 'anies', 'koplakk', 'jd', 'hancur', 'reklamasi', 'jkt', 'utara', 'pendukungnya', 'si', 'anies', 'cmngoh', 'ngoh', 'an', 'z']",tp kena pikir si anies koplakk jd hancur reklamasi jkt utara dukung si anies cmngoh ngoh an z
